year,identifier,league_wide,restricted,title
1981,broncos-1981-media-guide-denver-c,False,,Denver Broncos 1981 Media Guide
1981,browns-1981-media-guide-cleveland-c,False,,Cleveland Browns 1981 Media Guide
1981,buccaneers-1981-media-guide-tampa-bay-c,False,,Tampa Bay Buccaneers 1981 Media Guide
1981,cardinals-1981-media-guide-st.-louis-c,False,,St. Louis Cardinals 1981 Media Guide
1981,chargers-1981-media-guide-san-diego-c,False,,San Diego Chargers 1981 Media Guide
1981,chiefs-1981-media-guide-kansas-city-c,False,,Kansas City Chiefs 1981 Media Guide
1981,colts-1981-media-guide-baltimore,False,,Baltimore Colts 1981 Media Guide
1981,cowboys-1981-media-guide-dallas-b,False,,Dallas Cowboys 1981 Media Guide
1981,dolphins-1981-media-guide-miami,False,,Miami Dolphins 1981 Media Guide
1981,eagles-1981-media-guide-philadelphia-c,False,,Philadelphia Eagles 1981 Media Guide
1981,falcons-1981-media-guide-atlanta-a-b,False,,Atlanta Falcons 1981 Media Guide
1981,giants-1981-media-guide-new-york-b,False,,New York Giants 1981 Media Guide
1981,jets-1981-media-guide-new-york-c,False,,New York Jets 1981 Media Guide
1981,lions-1981-media-guide-detroit-b,False,,Detroit Lions 1981 Media Guide
1981,nfl-media-information-book-1981,True,,NFL Media Information Book 1981
1981,oilers-1981-media-guide-houston-c,False,,Houston Oilers 1981 Media Guide
1981,packers-1981-media-guide-green-bay-c,False,,Green Bay Packers 1981 Media Guide
1981,patriots-1981-media-guide-new-england,False,,New England Patriots 1981 Media Guide
1981,raiders-1981-media-guide-oakland-c,False,,Oakland Raiders 1981 Media Guide
1981,rams-1981-media-guide-los-angeles-b,False,,Los Angeles Rams 1981 Media Guide
1981,redskins-1981-media-guide-washington-c,False,,Washington Redskins 1981 Media Guide
1981,saints-1981-media-guide-new-orleans,False,,New Orleans Saints 1981 Media Guide
1981,seahawks-1981-media-guide-seattle,False,,Seattle Seahawks 1981 Media Guide
1981,steelers-1981-media-guide-pittsburgh-c,False,,Pittsburgh Steelers 1981 Media Guide
1981,vikings-1981-media-guide-minnesota-c,False,,Minnesota Vikings 1981 Media Guide
1982,49ers-1982,False,,San Francisco 49ers 1982 Media Guide
1982,bears-1982-media-guide-chicago,False,,Chicago Bears 1982 Media Guide
1982,bengals-1982-media-guide-cincinnati-c,False,,Cincinnati Bengals 1982 Media Guide
1982,bills-1982-media-guide-buffalo-c,False,,Buffalo Bills 1982 Media Guide
1982,broncos-1982-media-guide-denver,False,,Denver Broncos 1982 Media Guide
1982,browns-1982-media-guide-cleveland-c,False,,Cleveland Browns 1982 Media Guide
1982,buccaneers-1982-media-guide-tampa-bay-c,False,,Tampa Bay Buccaneers 1982 Media Guide
1982,cardinals-1982,False,,St. Louis Cardinals 1982 Media Guide Cover
1982,chargers-1982-media-guide-san-diego-c,False,,San Diego Chargers 1982 Media Guide
1982,chiefs-1982-media-guide-kansas-city-c,False,,Kansas City Chiefs 1982 Media Guide
1982,colts-1982-media-guide-baltimore,False,,Baltimore Colts 1982 Media Guide
1982,cowboys-1982-media-guide-dallas-b,False,,Dallas Cowboys 1982 Media Guide
1982,dolphins-1982-media-guide-miami,False,,Miami Dolphins 1982 Media Guide
1982,eagles-1982-media-guide-philadelphia-c,False,,Philadelphia Eagles 1982 Media Guide
1982,falcons-1982-media-guide-atlanta-c,False,,Atlanta Falcons 1982 Media Guide
1982,jets-1982-media-guide-new-york-c,False,,New York Jets 1982 Media Guide
1982,lions-1982-media-guide-detroit-c,False,,Detroit Lions 1982 Media Guide
1982,los-angeles-raiders-1982-media-guide-cover,False,,Los Angeles Raiders 1982 Media Guide Cover
1982,new-york-giants-1982-media-guide-cover,False,,New York Giants 1982 Media Guide Cover
1982,nfl-media-information-book-1982,True,,NFL Media Information Book 1982
1982,oilers-1982-media-guide-houston-b,False,,Houston Oilers 1982 Media Guide
1982,packers-1982-media-guide-green-bay-c,False,,Green Bay Packers 1982 Media Guide
1982,patriots-1982-media-guide-new-england,False,,New England Patriots 1982 Media Guide
1982,pittsburgh-steelers-1982-media-guide-cover,False,,Pittsburgh Steelers 1982 Media Guide Cover
1982,rams-1982-media-guide-los-angeles-c,False,,Los Angeles Rams 1982 Media Guide
1982,redskins-1982-media-guide-washington-c,False,,Washington Redskins 1982 Media Guide
1982,saints-1982-media-guide-new-orleans,False,,New Orleans Saints 1982 Media Guide
1982,seahawks-1982-media-guide-seattle,False,,Seattle Seahawks 1982 Media Guide
1982,vikings-1982-media-guide-minnesota-c,False,,Minnesota Vikings 1982 Media Guide
1983,49ers-1983-media-guide-san-francisco-c,False,,San Francisco 49ers 1983 Media Guide
1983,bears-1983-media-guide-chicago-b,False,,Chicago Bears 1983 Media Guide
1983,bengals-1983-media-guide-cincinnati-c,False,,Cincinnati Bengals 1983 Media Guide
1983,bills-1983-media-guide-buffalo-c,False,,Buffalo Bills 1983 Media Guide
1983,broncos-1983-media-guide-denver,False,,Denver Broncos 1983 Media Guide
1983,browns-1983-media-guide-cleveland-c,False,,Cleveland Browns 1983 Media Guide
1983,buccaneers-1983-media-guide-tampa-bay-c,False,,Tampa Bay Buccaneers 1983 Media Guide
1983,cardinals-1983-media-guide-st.-louis-c,False,,St. Louis Cardinals 1983 Media Guide
1983,chargers-1983-media-guide-san-diego-c,False,,San Diego Chargers 1983 Media Guide
1983,chiefs-1983-media-guide-kansas-city-c,False,,Kansas City Chiefs 1983 Media Guide
1983,colts-1983-media-guide-baltimore,False,,Baltimore Colts 1983 Media Guide
1983,cowboys-1983-media-guide-dallas-b,False,,Dallas Cowboys 1983 Media Guide
1983,dolphins-1983-media-guide-miami,False,,Miami Dolphins 1983 Media Guide
1983,falcons-1983-media-guide-atlanta-c,False,,Atlanta Falcons 1983 Media Guide
1983,giants-1983-media-guide-new-york-c,False,,New York Giants 1983 Media Guide
1983,houston-oilers-1983-media-guide-cover,False,,Houston Oilers 1983 Media Guide Cover
1983,jets-1983-media-guide-new-york-c,False,,New York Jets 1983 Media Guide
1983,lions-1983-media-guide-detroit-c,False,,Detroit Lions 1983 Media Guide
1983,los-angeles-raiders-1983-media-guide-cover,False,,Los Angeles Raiders 1983 Media Guide Cover
1983,nfl-media-information-book-1983,True,,NFL Media Information Book 1983
1983,packers-1983-media-guide-green-bay-b,False,,Green Bay Packers 1983 Media Guide
1983,patriots-1983-media-guide-new-england,False,,New England Patriots 1983 Media Guide
1983,philadelphia-eagles-1983-media-guide-cover,False,,Philadelphia Eagles 1983 Media Guide Cover
1983,rams-1983-media-guide-los-angeles-c,False,,Los Angeles Rams 1983 Media Guide
1983,redskins-1983-media-guide-washington-c,False,,Washington Redskins 1983 Media Guide
1983,saints-1983-media-guide-new-orleans,False,,New Orleans Saints 1983 Media Guide
1983,seahawks-1983-media-guide-seattle,False,,Seattle Seahawks 1983 Media Guide
1983,steelers-1983-media-guide-pittsburgh-c,False,,Pittsburgh Steelers 1983 Media Guide
1983,vikings-1983,False,,Minnesota Vikings 1983 Media Guide Cover
1984,49ers-1984-media-guide-san-francisco-c,False,,San Francisco 49ers 1984 Media Guide
1984,bears-1984-media-guide-chicago-b,False,,Chicago Bears 1984 Media Guide
1984,bengals-1984-media-guide-cincinnati-c,False,,Cincinnati Bengals 1984 Media Guide
1984,bills-1984-media-guide-buffalo-c,False,,Buffalo Bills 1984 Media Guide
1984,broncos-1984-media-guide-denver,False,,Denver Broncos 1984 Media Guide
1984,browns-1984-media-guide-cleveland-c,False,,Cleveland Browns 1984 Media Guide
1984,buccaneers-1984-media-guide-tampa-bay-c,False,,Tampa Bay Buccaneers 1984 Media Guide
1984,cardinals-1984-media-guide-st.-louis-c,False,,St. Louis Cardinals 1984 Media Guide
1984,chargers-1984-media-guide-san-diego-c,False,,San Diego Chargers 1984 Media Guide
1984,chiefs-1984-media-guide-kansas-city-c,False,,Kansas City Chiefs 1984 Media Guide
1984,colts-1984-media-guide-indianapolis,False,,Indianapolis Colts 1984 Media Guide
1984,cowboys-1984-media-guide-dallas-b,False,,Dallas Cowboys 1984 Media Guide
1984,dolphins-1984-media-guide-miami,False,,Miami Dolphins 1984 Media Guide
1984,eagles-1984-media-guide-philadelphia-c,False,,Philadelphia Eagles 1984 Media Guide
1984,falcons-1984-media-guide-atlanta-c,False,,Atlanta Falcons 1984 Media Guide
1984,giants-1984-media-guide-new-york-c,False,,New York Giants 1984 Media Guide
1984,jets-1984-media-guide-new-york-c,False,,New York Jets 1984 Media Guide
1984,lions-1984-media-guide-detroit-c,False,,Detroit Lions 1984 Media Guide
1984,los-angeles-raiders-1984-media-guide-cover,False,,Los Angeles Raiders 1984 Media Guide Cover
1984,nfl-1984-record-fact-book,True,,NFL Record & Fact Book 1984
1984,oilers-1984-media-guide-houston-b,False,,Houston Oilers 1984 Media Guide
1984,packers-1984-media-guide-green-bay-c,False,,Green Bay Packers 1984 Media Guide
1984,patriots-1984-media-guide-new-england,False,,New England Patriots 1984 Media Guide
1984,rams-1984,False,,Los Angeles Rams 1984 Media Guide
1984,redskins-1984-media-guide-washington-c,False,,Washington Redskins 1984 Media Guide
1984,saints-1984-media-guide-new-orleans,False,,New Orleans Saints 1984 Media Guide
1984,seahawks-1984-media-guide-seattle,False,,Seattle Seahawks 1984 Media Guide
1984,steelers-1984-media-guide-pittsburgh-c,False,,Pittsburgh Steelers 1984 Media Guide
1984,vikings-1984,False,,Minnesota Vikings 1984 Media Guide Cover
1985,49ers-1985-media-guide-san-francisco-c,False,,San Francisco 49ers 1985 Media Guide
1985,bears-1985-media-guide-chicago-c,False,,Chicago Bears 1985 Media Guide
1985,bengals-1985-media-guide-cincinnati-c,False,,Cincinnati Bengals 1985 Media Guide
1985,bills-1985-media-guide-buffalo-c,False,,Buffalo Bills 1985 Media Guide
1985,broncos-1985-media-guide-denver,False,,Denver Broncos 1985 Media Guide
1985,browns-1985-media-guide-cleveland-c,False,,Cleveland Browns 1985 Media Guide
1985,buccaneers-1985,False,,Tampa Bay Buccaneers 1985 Media Guide Cover
1985,cardinals-1985,False,,St. Louis Cardinals 1985 Media Guide Cover
1985,chargers-1987,False,,San Diego Chargers 1985 Media Guide Cover
1985,chiefs-1985-media-guide-kansas-city-c,False,,Kansas City Chiefs 1985 Media Guide
1985,colts-1985-media-guide-indianapolis,False,,Indianapolis Colts 1985 Media Guide
1985,cowboys-1985-media-guide-dallas-b,False,,Dallas Cowboys 1985 Media Guide
1985,dolphins-1985-media-guide-miami,False,,Miami Dolphins 1985 Media Guide
1985,dolphins-1985-super-bowl-xix-media-guide-miami-c,False,,Miami Dolphins 1985 Super Bowl XIX Media Guide
1985,eagles-1985-media-guide-philadelphia-c,False,,Philadelphia Eagles 1985 Media Guide
1985,falcons-1985-media-guide-atlanta-c,False,,Atlanta Falcons 1985 Media Guide
1985,jets-1985-media-guide-new-york-c,False,,New York Jets 1985 Media Guide
1985,lions-1985-media-guide-detroit-c,False,,Detroit Lions 1985 Media Guide
1985,los-angeles-raiders-1985-media-guide-cover,False,,Los Angeles Raiders 1985 Media Guide Cover
1985,new-york-giants-1985-media-guide-cover,False,,New York Giants 1985 Media Guide Cover
1985,nfl-1985-record-fact-book-c,True,,NFL Record & Fact Book 1985
1985,oilers-1985-media-guide-houston-c,False,,Houston Oilers 1985 Media Guide
1985,packers-1985-media-guide-green-bay-c,False,,Green Bay Packers 1985 Media Guide
1985,patriots-1985-media-guide-new-england,False,,New England Patriots 1985 Media Guide
1985,rams-1985-media-guide-los-angeles-c,False,,Los Angeles Rams 1985 Media Guide
1985,redskins-1985-media-guide-washington-c,False,,Washington Redskins 1985 Media Guide
1985,saints-1985-media-guide-new-orleans,False,,New Orleans Saints 1985 Media Guide
1985,seahawks-1985-media-guide-seattle,False,,Seattle Seahawks 1985 Media Guide
1985,steelers-1985-media-guide-pittsburgh-c,False,,Pittsburgh Steelers 1985 Media Guide
1985,vikings-1985-media-guide-minnesota-c,False,,Minnesota Vikings 1985 Media Guide
1986,49ers-1986-media-guide-san-francisco-c,False,,San Francisco 49ers 1986 Media Guide
1986,bears-1986-media-guide-chicago-b,False,,Chicago Bears 1986 Media Guide
1986,bengals-1986-media-guide-cincinnati-c,False,,Cincinnati Bengals 1986 Media Guide
1986,broncos-1986-media-guide-denver,False,,Denver Broncos 1986 Media Guide
1986,browns-1986,False,,Cleveland Browns 1986 Media Guide Cover
1986,buccaneers-1986-media-guide-tampa-bay-c,False,,Tampa Bay Buccaneers 1986 Media Guide
1986,buffalo-bills-1986-media-guide-cover,False,,Buffalo Bills 1986 Media Guide Cover
1986,cardinals-1986,False,,St. Louis Cardinals 1986 Media Guide Cover
1986,chargers-1986,False,,San Diego Chargers 1986 Media Guide Cover
1986,chicago-bears-yearbook-1986-c,False,,Chicago Bears Yearbook 1986
1986,chiefs-1986-media-guide-kansas-city-c,False,,Kansas City Chiefs 1986 Media Guide
1986,colts-1986-media-guide-indianapolis,False,,Indianapolis Colts 1986 Media Guide
1986,cowboys-1986-media-guide-dallas-b,False,,Dallas Cowboys 1986 Media Guide
1986,dolphins-1986-media-guide-miami,False,,Miami Dolphins 1986 Media Guide
1986,falcons-1986-media-guide-atlanta-c,False,,Atlanta Falcons 1986 Media Guide
1986,jets-1986-media-guide-new-york-c,False,,New York Jets 1986 Media Guide
1986,lions-1986-media-guide-detroit-c,False,,Detroit Lions 1986 Media Guide
1986,new-york-giants-1986-media-guide-cover,False,,New York Giants 1986 Media Guide Cover
1986,nfl-1986-record-fact-book-c,True,,NFL Record & Fact Book 1986
1986,oilers-1986-media-guide-houston-c,False,,Houston Oilers 1986 Media Guide
1986,packers-1986-media-guide-green-bay-c,False,,Green Bay Packers 1986 Media Guide
1986,patriots-1986-media-guide-new-england,False,,New England Patriots 1986 Media Guide
1986,philadelphia-eagles-1986-media-guide-cover,False,,Philadelphia Eagles 1986 Media Guide Cover
1986,raiders-1986-media-guide-los-angeles-c,False,,Los Angeles Raiders 1986 Media Guide
1986,rams-1986-media-guide-los-angeles-a-b,False,,Los Angeles Rams 1986 Media Guide
1986,redskins-1986-media-guide-washington-c,False,,Washington Redskins 1986 Media Guide
1986,saints-1986-media-guide-new-orleans,False,,New Orleans Saints 1986 Media Guide
1986,seahawks-1986-media-guide-seattle,False,,Seattle Seahawks 1986 Media Guide
1986,steelers-1986-media-guide-pittsburgh-c,False,,Pittsburgh Steelers 1986 Media Guide
1986,vikings-1986-media-guide-minnesota-c,False,,Minnesota Vikings 1986 Media Guide
1987,49ers-1987-media-guide-san-francisco-c,False,,San Francisco 49ers 1987 Media Guide
1987,bears-1987-media-guide-chicago,False,,Chicago Bears 1987 Media Guide
1987,bengals-1987-media-guide-cincinnati-c,False,,Cincinnati Bengals 1987 Media Guide
1987,bills-1987-media-guide-buffalo-c,False,,Buffalo Bills 1987 Media Guide
1987,broncos-1987-media-guide-denver,False,,Denver Broncos 1987 Media Guide
1987,browns-1987,False,,Cleveland Browns 1987 Media Guide Cover
1987,buccaneers-1987,False,,Tampa Bay Buccaneers 1987 Media Guide Cover
1987,cardinals-1987-media-guide-st.-louis-c,False,,St. Louis Cardinals 1987 Media Guide
1987,chargers-1987-media-guide-san-diego-c,False,,San Diego Chargers 1987 Media Guide
1987,chiefs-1987-media-guide-kansas-city-c,False,,Kansas City Chiefs 1987 Media Guide
1987,colts-1987-media-guide-indianapolis,False,,Indianapolis Colts 1987 Media Guide
1987,cowboys-1987-media-guide-dallas-b,False,,Dallas Cowboys 1987 Media Guide
1987,dolphins-1987-media-guide-miami,False,,Miami Dolphins 1987 Media Guide
1987,eagles-1987-media-guide-philadelphia-c,False,,Philadelphia Eagles 1987 Media Guide
1987,falcons-1987-media-guide-atlanta-c,False,,Atlanta Falcons 1987 Media Guide
1987,giants-1987-media-guide-new-york-c,False,,New York Giants 1987 Media Guide
1987,houston-oilers-1987-media-guide-cover,False,,Houston Oilers 1987 Media Guide Cover
1987,lions-1987-media-guide-detroit-c,False,,Detroit Lions 1987 Media Guide
1987,packers-1987-media-guide-green-bay-c,False,,Green Bay Packers 1987 Media Guide
1987,patriots-1987-media-guide-new-england,False,,New England Patriots 1987 Media Guide
1987,raiders-1987-media-guide-los-angeles-c,False,,Los Angeles Raiders 1987 Media Guide
1987,rams-1987-media-guide-los-angeles-c,False,,Los Angeles Rams 1987 Media Guide
1987,redskins-1987-media-guide-washington-c,False,,Washington Redskins 1987 Media Guide
1987,saints-1987-media-guide-new-orleans,False,,New Orleans Saints 1987 Media Guide
1987,seahawks-1987-media-guide-seattle,False,,Seattle Seahawks 1987 Media Guide
1987,steelers-1987-media-guide-pittsburgh-b,False,,Pittsburgh Steelers 1987 Media Guide
1987,vikings-1987,False,,Minnesota Vikings 1987 Media Guide
1988,49ers-1988-media-guide-san-francisco-c,False,,San Francisco 49ers 1988 Media Guide
1988,bears-1988-media-guide-chicago-b,False,,Chicago Bears 1988 Media Guide
1988,bengals-1988,False,,Cincinnati Bengals 1988 Media Guide Cover
1988,bills-1988-media-guide-buffalo-c,False,,Buffalo Bills 1988 Media Guide
1988,broncos-1988-media-guide-denver,False,,Denver Broncos 1988 Media Guide
1988,browns-1988-media-guide-cleveland-c,False,,Cleveland Browns 1988 Media Guide
1988,buccaneers-1988-media-guide-tampa-bay-c,False,,Tampa Bay Buccaneers 1988 Media Guide
1988,cardinals-1988-media-guide-phoenix-c,False,,Phoenix Cardinals 1988 Media Guide
1988,chargers-1988-media-guide-san-diego-c,False,,San Diego Chargers 1988 Media Guide
1988,colts-1988-media-guide-indianapolis,False,,Indianapolis Colts 1988 Media Guide
1988,cowboys-1988-media-guide-dallas-b,False,,Dallas Cowboys 1988 Media Guide
1988,dolphins-1988-media-guide-miami,False,,Miami Dolphins 1988 Media Guide
1988,eagles-1988-media-guide-philadelphia-c,False,,Philadelphia Eagles 1988 Media Guide
1988,falcons-1988-media-guide-atlanta-c,False,,Atlanta Falcons 1988 Media Guide
1988,giants-1988-media-guide-new-york-c,False,,New York Giants 1988 Media Guide
1988,houston-oilers-1988-media-guide-cover,False,,Houston Oilers 1988 Media Guide Cover
1988,jets-1988-media-guide-new-york-c,False,,New York Jets 1988 Media Guide
1988,kansas-city-chiefs-1988-media-guide-cover,False,,Kansas City Chiefs 1988 Media Guide Cover
1988,lions-1988-media-guide-detroit-c,False,,Detroit Lions 1988 Media Guide
1988,nfl-1988-record-fact-book,True,,NFL Record & Fact Book 1988
1988,packers-1988-media-guide-green-bay-c,False,,Green Bay Packers 1988 Media Guide
1988,patriots-1988-media-guide-new-england,False,,New England Patriots 1988 Media Guide
1988,raiders-1988-media-guide-los-angeles-c,False,,Los Angeles Raiders 1988 Media Guide
1988,rams-1988,False,,Los Angeles Rams 1988 Media Guide Cover
1988,redskins-1988-media-guide-washington-c,False,,Washington Redskins 1988 Media Guide
1988,saints-1988-media-guide-new-orleans,False,,New Orleans Saints 1988 Media Guide
1988,seahawks-1988-media-guide-seattle,False,,Seattle Seahawks 1988 Media Guide
1988,steelers-1988-media-guide-pittsburgh-b,False,,Pittsburgh Steelers 1988 Media Guide
1988,vikings-1988,False,,Minnesota Vikings 1988 Media Guide Cover
1989,49ers-1989,False,,San Francisco 49ers 1989 Media Guide
1989,bears-1989-media-guide-chicago,False,,Chicago Bears 1989 Media Guide
1989,bengals-1989-media-guide-cincinnati-c,False,,Cincinnati Bengals 1989 Media Guide
1989,bills-1989-media-guide-buffalo-c,False,,Buffalo Bills 1989 Media Guide
1989,broncos-1989-media-guide-denver,False,,Denver Broncos 1989 Media Guide
1989,browns-1989-media-guide-cleveland-c,False,,Cleveland Browns 1989 Media Guide
1989,buccaneers-1989,False,,Tampa Bay Buccaneers 1989 Media Guide Cover
1989,cardinals-1989-media-guide-phoenix-c,False,,Phoenix Cardinals 1989 Media Guide
1989,chargers-1989-media-guide-san-diego-c,False,,San Diego Chargers 1989 Media Guide
1989,chiefs-1989-media-guide-kansas-city-c,False,,Kansas City Chiefs 1989 Media Guide
1989,colts-1989-media-guide-indianapolis,False,,Indianapolis Colts 1989 Media Guide
1989,cowboys-1989-media-guide-dallas-b,False,,Dallas Cowboys 1989 Media Guide
1989,dolphins-1989-media-guide-miami,False,,Miami Dolphins 1989 Media Guide
1989,falcons-1989-media-guide-atlanta-c,False,,Atlanta Falcons 1989 Media Guide
1989,giants-1989-media-guide-new-york-c,False,,New York Giants 1989 Media Guide
1989,jets-1989-media-guide-new-york-b,False,,New York Jets 1989 Media Guide
1989,lions-1989-media-guide-detroit-c,False,,Detroit Lions 1989 Media Guide
1989,nfl-1989-record-fact-book,True,,NFL Record & Fact Book 1989
1989,packers-1989-media-guide-green-bay-c,False,,Green Bay Packers 1989 Media Guide
1989,philadelphia-eagles-1989-media-guide-cover,False,,Philadelphia Eagles 1989 Media Guide Cover
1989,raiders-1989-media-guide-los-angeles-c,False,,Los Angeles Raiders 1989 Media Guide
1989,rams-1989,False,,Los Angeles Rams 1989 Media Guide
1989,redskins-1989-media-guide-washington-c,False,,Washington Redskins 1989 Media Guide
1989,saints-1989-media-guide-new-orleans,False,,New Orleans Saints 1989 Media Guide
1989,seahawks-1989-media-guide-seattle,False,,Seattle Seahawks 1989 Media Guide
1989,steelers-1989-media-guide-pittsburgh-b,False,,Pittsburgh Steelers 1989 Media Guide
1989,vikings-1989,False,,Minnesota Vikings 1989 Media Guide
1990,49ers-1990,False,,San Francisco 49ers 1990 Media Guide
1990,bears-1990-media-guide-chicago-b,False,,Chicago Bears 1990 Media Guide
1990,bengals-1990,False,,Cincinnati Bengals 1990 Media Guide Cover
1990,broncos-1990-media-guide-denver,False,,Denver Broncos 1990 Media Guide
1990,browns-1990-media-guide-cleveland-c,False,,Cleveland Browns 1990 Media Guide
1990,buccaneers-1990-media-guide-tampa-bay-c,False,,Tampa Bay Buccaneers 1990 Media Guide
1990,buffalo-bills-1990-media-guide-cover.jpg,False,,Buffalo Bills 1990 Media Guide Cover
1990,cardinals-1990-media-guide-phoenix-c,False,,Phoenix Cardinals 1990 Media Guide
1990,chargers-1990-media-guide-san-diego-c,False,,San Diego Chargers 1990 Media Guide
1990,colts-1990-media-guide-indianapolis,False,,Indianapolis Colts 1990 Media Guide
1990,cowboys-1990-media-guide-dallas-b,False,,Dallas Cowboys 1990 Media Guide
1990,dolphins-1990-media-guide-miami,False,,Miami Dolphins 1990 Media Guide
1990,falcons-1990-media-guide-atlanta-c,False,,Atlanta Falcons 1990 Media Guide
1990,jets-1990-media-guide-new-york-c,False,,New York Jets 1990 Media Guide
1990,kansas-city-chiefs-1990-media-guide-cover,False,,Kansas City Chiefs 1990 Media Guide Cover
1990,lions-1990-media-guide-detroit-c,False,,Detroit Lions 1990 Media Guide
1990,new-york-giants-1990-media-guide-cover,False,,New York Giants 1990 Media Guide Cover
1990,nfl-1990-record-fact-book,True,,NFL Record & Fact Book 1990
1990,oilers-1990-media-guide-houston-c,False,,Houston Oilers 1990 Media Guide
1990,packers-1990-media-guide-green-bay-c,False,,Green Bay Packers 1990 Media Guide
1990,patriots-1990-media-guide-new-england,False,,Patriots 1990 Media Guide (New England)
1990,philadelphia-eagles-1990-media-guide-cover,False,,Philadelphia Eagles 1990 Media Guide Cover
1990,raiders-1990-media-guide-los-angeles-c,False,,Los Angeles Raiders 1990 Media Guide
1990,rams-1990,False,,Los Angeles Rams 1990 Media Guide
1990,redskins-1990-media-guide-washington-c,False,,Washington Redskins 1990 Media Guide
1990,saints-1990-media-guide-new-orleans,False,,New Orleans Saints 1990 Media Guide
1990,seahawks-1990-media-guide-seattle,False,,Seattle Seahawks 1990 Media Guide
1990,steelers-1990-media-guide-pittsburgh,False,,Pittsburgh Steelers 1990 Media Guide
1990,vikings-1990,False,,Minnesota Vikings 1990 Media Guide Cover
1991,bears-1991-media-guide-chicago,False,,Chicago Bears 1991 Media Guide
1991,bengals-1991-media-guide-cincinnati-c,False,,Cincinnati Bengals 1991 Media Guide
1991,bills-1991-media-guide-buffalo-c,False,,Buffalo Bills 1991 Media Guide
1991,broncos-1991-media-guide-denver,False,,Denver Broncos 1991 Media Guide
1991,browns-1991-media-guide-cleveland-b,False,,Cleveland Browns 1991 Media Guide
1991,buccaneers-1991-media-guide-tampa-bay-c,False,,Tampa Bay Buccaneers 1991 Media Guide
1991,cardinals-1991-media-guide-phoenix-c,False,,Phoenix Cardinals 1991 Media Guide
1991,chargers-1991-media-guide-san-diego-c,False,,San Diego Chargers 1991 Media Guide
1991,chiefs-1991-media-guide-kansas-city-c,False,,Kansas City Chiefs 1991 Media Guide
1991,colts-1991-media-guide-indianapolis,False,,Indianapolis Colts 1991 Media Guide
1991,cowboys-1991-media-guide-dallas-b,False,,Dallas Cowboys 1991 Media Guide
1991,dolphins-1991-media-guide-miami,False,,Miami Dolphins 1991 Media Guide
1991,eagles-1991-media-guide-philadelphia-c,False,,Philadelphia Eagles 1991 Media Guide
1991,falcons-1991-media-guide-atlanta-c,False,,Atlanta Falcons 1991 Media Guide
1991,giants-1991-media-guide-new-york-c,False,,New York Giants 1991 Media Guide
1991,jets-1991-media-guide-new-york-c,False,,New York Jets 1991 Media Guide
1991,lions-1991-media-guide-detroit-c,False,,Detroit Lions 1991 Media Guide
1991,nfl-1991-record-fact-book-c,True,,NFL Record & Fact Book 1991
1991,oilers-1991-media-guide-houston-c,False,,Houston Oilers 1991 Media Guide
1991,packers-1991-media-guide-green-bay-c,False,,Green Bay Packers 1991 Media Guide
1991,patriots-1991-media-guide-new-england,False,,New England Patriots 1991 Media Guide
1991,raiders-1991-media-guide-los-angeles-c,False,,Los Angeles Raiders 1991 Media Guide
1991,rams-1991-media-guide-los-angeles-c,False,,Los Angeles Rams 1991 Media Guide
1991,redskins-1991-media-guide-washington-c,False,,Washington Redskins 1991 Media Guide
1991,saints-1991-media-guide-new-orleans,False,,New Orleans Saints 1991 Media Guide
1991,seahawks-1991-media-guide-seattle,False,,Seattle Seahawks 1991 Media Guide
1991,steelers-1991-media-guide-pittsburgh,False,,Pittsburgh Steelers 1991 Media Guide
1991,vikings-1991-media-guide-minnesota-c,False,,Minnesota Vikings 1991 Media Guide
1992,49ers-1992,False,,San Francisco 49ers 1992 Media Guide
1992,bengals-1992,False,,Cincinnati Bengals 1992 Media Guide Cover
1992,bills-1992-media-guide-buffalo-c,False,,Buffalo Bills 1992 Media Guide
1992,broncos-1992-media-guide-denver,False,,Denver Broncos 1992 Media Guide
1992,browns-1992-media-guide-cleveland-c,False,,Cleveland Browns 1992 Media Guide
1992,buccaneers-1992,False,,Tampa Bay Buccaneers 1992 Media Guide Cover
1992,cardinals-1992-media-guide-phoenix-b,False,,Phoenix Cardinals 1992 Media Guide
1992,chargers-1992-media-guide-san-diego-c,False,,San Diego Chargers 1992 Media Guide
1992,chiefs-1992-media-guide-kansas-city-c,False,,Kansas City Chiefs 1992 Media Guide
1992,colts-1992-media-guide-indianapolis,False,,Indianapolis Colts 1992 Media Guide
1992,cowboys-1992-media-guide-dallas-b,False,,Dallas Cowboys 1992 Media Guide
1992,dolphins-1992-media-guide-miami,False,,Miami Dolphins 1992 Media Guide
1992,eagles-1992-media-guide-philadelphia-c,False,,Philadelphia Eagles 1992 Media Guide
1992,falcons-1992-media-guide-atlanta-c,False,,Atlanta Falcons 1992 Media Guide
1992,giants-1992-media-guide-new-york-c,False,,New York Giants 1992 Media Guide
1992,jets-1992-media-guide-new-york-c,False,,New York Jets 1992 Media Guide
1992,lions-1992-media-guide-detroit-c,False,,Detroit Lions 1992 Media Guide
1992,oilers-1992-media-guide-houston-c,False,,Houston Oilers 1992 Media Guide
1992,packers-1992-media-guide-green-bay-c,False,,Green Bay Packers 1992 Media Guide
1992,patriots-1992-media-guide-new-england,False,,New England Patriots 1992 Media Guide
1992,raiders-1992-media-guide-los-angeles-c,False,,Los Angeles Raiders 1992 Media Guide
